analysis_record_id,analysis_set,analysis_role,input_id,source_decision_id,source_pair,study_id,construct_1,construct_2,construct_pair,construct_pair_canonical,construct_pair_direction,r_value,r_numeric,r_abs,r_source,statistic_family,evidence_type,is_source_reported_or_direct,is_model_derived_or_converted,include_primary,include_expanded,include_sensitivity,sample_size,sample_size_numeric,country,education_level,user_role,ai_type,common_method_bias,theoretical_framework,significance,confidence,consensus_basis,conversion_rule,override_rule,source_location,source_artifact,source_locator,notes,freeze_tier,include_primary_model_ready,freeze_decision,substitution_scenario,substitution_action,substitution_source_task_unit_id,substitution_review_priority,substitution_model_id,substitution_original_r_numeric,substitution_r_numeric,substitution_delta,sample_size_original,sample_size_numeric_original,sample_size_reconciliation_status,sample_size_reconciliation_source,sample_size_reconciliation_rule,sample_size_reconciliation_note,masem_n_weighted_eligibility,sample_size_pdf_override_original_status,sample_size_pdf_override_value,sample_size_pdf_override_source,sample_size_pdf_override_status,sample_size_pdf_override_note
P1-PRIMARY-00381,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00610,R2R3-CORR-V2-02754,R2_R3,S050,FC,SI,FC-SI,FC-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.591,0.591,0.591,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.591,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2755,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02969,P0_expert_review_numeric_or_masem,,0.591000,0.591000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_FC_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00382,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00611,R2R3-CORR-V2-02757,R2_R3,S050,FC,UB,FC-UB,FC-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.62,0.62,0.62,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.62,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2758,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02972,P0_expert_review_numeric_or_masem,,0.620000,0.620000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_FC_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00383,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00612,R2R3-CORR-V2-02759,R2_R3,S050,PE,SI,PE-SI,PE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.599,0.599,0.599,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.599,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2760,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02974,P0_expert_review_numeric_or_masem,,0.599000,0.599000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_PE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00384,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00613,R2R3-CORR-V2-02762,R2_R3,S050,PE,UB,PE-UB,PE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.549,0.549,0.549,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.549,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2763,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02977,P0_expert_review_numeric_or_masem,,0.549000,0.549000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_PE_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00385,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00614,R2R3-CORR-V2-02769,R2_R3,S050,SI,UB,SI-UB,SI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.66,0.66,0.66,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.66,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2770,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02984,P0_expert_review_numeric_or_masem,,0.660000,0.660000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_SI_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00386,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00620,R2R3-CORR-V2-02918,R2_R3,S125,ATT,EE,ATT-EE,ATT-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.575,0.575,0.575,direct,human_consensus_direct_r,direct,1,0,1,1,0,498,498.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,TABLE 6 Fornell–Larcker criterion.,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2919,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-03133,P1_source_or_human_disagreement_review,,0.575000,0.575000,0.000000,,,filled_from_full_corpus_reference_pair,S125_full_sample_ATT_EE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00387,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00621,R2R3-CORR-V2-02920,R2_R3,S125,ATT,PE,ATT-PE,ATT-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.679,0.679,0.679,direct,human_consensus_direct_r,direct,1,0,1,1,0,498,498.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.679,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2921,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-03135,P0_expert_review_numeric_or_masem,,0.679000,0.679000,0.000000,,,filled_from_full_corpus_reference_pair,S125_full_sample_ATT_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00388,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00622,R2R3-CORR-V2-02921,R2_R3,S125,ATT,SE,ATT-SE,ATT-SE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.486,0.486,0.486,direct,human_consensus_direct_r,direct,1,0,1,1,0,498,498.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.486,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2922,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-03136,P0_expert_review_numeric_or_masem,,0.486000,0.486000,0.000000,,,filled_from_full_corpus_reference_pair,S125_full_sample_ATT_SE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00389,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00623,R2R3-CORR-V2-02944,R2_R3,S125,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.713,0.713,0.713,direct,human_consensus_direct_r,direct,1,0,1,1,0,498,498.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.713,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2945,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-03159,P0_expert_review_numeric_or_masem,,0.713000,0.713000,0.000000,,,filled_from_full_corpus_reference_pair,S125_full_sample_EE_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00390,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00624,R2R3-CORR-V2-02945,R2_R3,S125,EE,SE,EE-SE,EE-SE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.621,0.621,0.621,direct_human_consensus_source_blank,human_consensus_direct_r,blank_consensus,1,0,1,1,0,498,498.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,source_blank_r_included_by_human_consensus_v2,none,0.621,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2946,r_value_present_source_blank_needs_review,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-03160,P0_expert_review_numeric_or_masem,,0.621000,0.621000,0.000000,,,filled_from_full_corpus_reference_pair,S125_full_sample_EE_SE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00391,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00625,R2R3-CORR-V2-02956,R2_R3,S125,PE,SE,PE-SE,PE-SE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.566,0.566,0.566,direct_human_consensus_source_blank,human_consensus_direct_r,blank_consensus,1,0,1,1,0,498,498.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,source_blank_r_included_by_human_consensus_v2,none,0.566,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2957,r_value_present_source_blank_needs_review,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-03171,P0_expert_review_numeric_or_masem,,0.566000,0.566000,0.000000,,,filled_from_full_corpus_reference_pair,S125_full_sample_PE_SE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00392,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00802,R2R3-CORR-V2-04039,R2_R3,S161,ATT,BI,ATT-BI,ATT-BI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.495,0.495,0.495,direct,human_consensus_direct_r_field_placement,numeric_or_source_diff,1,0,1,1,0,315,315.0,,NA,instructor,general,addressed,,p<.01,human_final,r2_value_final_consensus_override_20260605,r2_direct_value_recorded_in_beta_field,R2_value_supersedes_R3_consensus_sheet_for_matching_study_pair,Value mismatch; Beta/path mismatch; loc: Table 5,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=4040,R2 override applied from disagreement trace. ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_p0_p1_review,P2-TASK-04254,P0_expert_review_numeric_or_masem,,0.495000,0.495000,0.000000,,,filled_from_full_corpus_reference_pair,S161_full_sample_ATT_BI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00393,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00803,R2R3-CORR-V2-04040,R2_R3,S161,ATT,EE,ATT-EE,ATT-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.435,0.435,0.435,direct,human_consensus_direct_r_field_placement,numeric_or_source_diff,1,0,1,1,0,315,315.0,,NA,instructor,general,addressed,,p<.01,human_final,r2_value_final_consensus_override_20260605,r2_direct_value_recorded_in_beta_field,R2_value_supersedes_R3_consensus_sheet_for_matching_study_pair,Value mismatch; Beta/path mismatch; loc: Table 5,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=4041,R2 override applied from disagreement trace. ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_p0_p1_review,P2-TASK-04255,P0_expert_review_numeric_or_masem,,0.435000,0.435000,0.000000,,,filled_from_full_corpus_reference_pair,S161_full_sample_ATT_EE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00394,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00804,R2R3-CORR-V2-04041,R2_R3,S161,ATT,FC,ATT-FC,ATT-FC,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.463,0.463,0.463,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,315,315.0,,NA,instructor,general,addressed,,p<.01,human_final,r2_value_final_consensus_override_20260605,r2_direct_value_recorded_in_beta_field,R2_value_supersedes_R3_consensus_sheet_for_matching_study_pair,R2-only statistic; loc: Table 5,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=4042,R2 override applied from disagreement trace. ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_p0_p1_review,P2-TASK-04256,P0_expert_review_numeric_or_masem,,0.463000,0.463000,0.000000,,,filled_from_full_corpus_reference_pair,S161_full_sample_ATT_FC,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00395,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00805,R2R3-CORR-V2-04042,R2_R3,S161,ATT,PE,ATT-PE,ATT-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.379,0.379,0.379,direct,human_consensus_direct_r_field_placement,numeric_or_source_diff,1,0,1,1,0,315,315.0,,NA,instructor,general,addressed,,p<.01,human_final,r2_value_final_consensus_override_20260605,r2_direct_value_recorded_in_beta_field,R2_value_supersedes_R3_consensus_sheet_for_matching_study_pair,Value mismatch; Beta/path mismatch; loc: Table 5,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=4043,R2 override applied from disagreement trace. ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_p0_p1_review,P2-TASK-04257,P0_expert_review_numeric_or_masem,,0.379000,0.379000,0.000000,,,filled_from_full_corpus_reference_pair,S161_full_sample_ATT_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
