task_unit_id,study_id,denominator_family,source_condition,field_key,construct_pair,expected_answer_type,available_model_count,available_models,model_coverage_status,answer_state_count,cross_model_behavior_disagreement,correct_models,incorrect_models,abstaining_models,primary_score_status,primary_is_correct,primary_answer_state,review_priority,triage_signals
P2-TASK-00967,S097,absence_or_blank_consensus,blank_or_absence_consensus,AUT-SE,AUT-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank or no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00968,S097,absence_or_blank_consensus,blank_or_absence_consensus,AUT-SI,AUT-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank or no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00969,S097,absence_or_blank_consensus,blank_or_absence_consensus,AUT-TRA,AUT-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00970,S097,absence_or_blank_consensus,blank_or_absence_consensus,AUT-TRU,AUT-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00971,S097,absence_or_blank_consensus,blank_or_absence_consensus,AUT-UB,AUT-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00972,S097,direct_r_effect_size_extraction,source_pointer_only_direct_r,BI-EE,BI-EE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00973,S097,absence_or_blank_consensus,blank_or_absence_consensus,BI-FC,BI-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00974,S097,direct_r_effect_size_extraction,source_pointer_only_direct_r,BI-PE,BI-PE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00975,S097,absence_or_blank_consensus,blank_or_absence_consensus,BI-SE,BI-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00976,S097,absence_or_blank_consensus,blank_or_absence_consensus,BI-SI,BI-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00977,S097,absence_or_blank_consensus,blank_or_absence_consensus,BI-TRA,BI-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00978,S097,absence_or_blank_consensus,blank_or_absence_consensus,BI-TRU,BI-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00979,S097,direct_r_effect_size_extraction,source_pointer_only_direct_r,BI-UB,BI-UB,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00980,S097,absence_or_blank_consensus,blank_or_absence_consensus,EE-FC,EE-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00981,S097,direct_r_effect_size_extraction,source_pointer_only_direct_r,EE-PE,EE-PE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00982,S097,absence_or_blank_consensus,blank_or_absence_consensus,EE-SE,EE-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,blank no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00983,S097,absence_or_blank_consensus,blank_or_absence_consensus,EE-SI,EE-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00984,S097,absence_or_blank_consensus,blank_or_absence_consensus,EE-TRA,EE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00985,S097,absence_or_blank_consensus,blank_or_absence_consensus,EE-TRU,EE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00986,S097,direct_r_effect_size_extraction,source_pointer_only_direct_r,EE-UB,EE-UB,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00987,S097,absence_or_blank_consensus,blank_or_absence_consensus,FC-PE,FC-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00988,S097,absence_or_blank_consensus,blank_or_absence_consensus,FC-SE,FC-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00989,S097,absence_or_blank_consensus,blank_or_absence_consensus,FC-SI,FC-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00990,S097,absence_or_blank_consensus,blank_or_absence_consensus,FC-TRA,FC-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00991,S097,absence_or_blank_consensus,blank_or_absence_consensus,FC-TRU,FC-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00992,S097,absence_or_blank_consensus,blank_or_absence_consensus,FC-UB,FC-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00993,S097,absence_or_blank_consensus,blank_or_absence_consensus,PE-SE,PE-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00994,S097,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,PE-SI,PE-SI,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00995,S097,absence_or_blank_consensus,blank_or_absence_consensus,PE-TRA,PE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00996,S097,absence_or_blank_consensus,blank_or_absence_consensus,PE-TRU,PE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00997,S097,direct_r_effect_size_extraction,source_pointer_only_direct_r,PE-UB,PE-UB,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00998,S097,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,SE-SI,SE-SI,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-00999,S097,absence_or_blank_consensus,blank_or_absence_consensus,SE-TRA,SE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01000,S097,absence_or_blank_consensus,blank_or_absence_consensus,SE-TRU,SE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01001,S097,absence_or_blank_consensus,blank_or_absence_consensus,SE-UB,SE-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01002,S097,absence_or_blank_consensus,blank_or_absence_consensus,SI-TRA,SI-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01003,S097,absence_or_blank_consensus,blank_or_absence_consensus,SI-TRU,SI-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01004,S097,absence_or_blank_consensus,blank_or_absence_consensus,SI-UB,SI-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01005,S097,absence_or_blank_consensus,blank_or_absence_consensus,TRA-TRU,TRA-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01006,S097,absence_or_blank_consensus,blank_or_absence_consensus,TRA-UB,TRA-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-01007,S097,absence_or_blank_consensus,blank_or_absence_consensus,TRU-UB,TRU-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-01008,S090,absence_or_blank_consensus,blank_or_absence_consensus,ANX-ATT,ANX-ATT,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-01009,S090,absence_or_blank_consensus,blank_or_absence_consensus,ANX-AUT,ANX-AUT,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-01010,S090,absence_or_blank_consensus,blank_or_absence_consensus,ANX-BI,ANX-BI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
